"source_path","destination_path","action","gate","rationale"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_Staging_HTML\SUPPORT_00088_FD193377_DCS_EMPLOYMENT_WORKFLOW_v6_INTERACTIVE.html","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00198_DCSE_CP_SUPPORT_00088_FD193377_DCS_EMPLOYMENT_WORKFLOW_v6_INTERACTIVE.html","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_Staging_HTML\SUPPORT_00097_7B8F60B7_gemini-code-1777233690178.html","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00199_DCSE_CP_SUPPORT_00097_7B8F60B7_gemini_code_1777233690178.html","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_Staging_HTML\SUPPORT_00107_3D6346BE_gemini-code-1778374223864.html","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00200_DCSE_CP_SUPPORT_00107_3D6346BE_gemini_code_1778374223864.html","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_Staging_HTML\SUPPORT_00108_4BF8ED87_gemini-code-1778375447445.html","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00201_DCSE_CP_SUPPORT_00108_4BF8ED87_gemini_code_1778375447445.html","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_Staging_HTML\SUPPORT_00111_AF17C26A_lilly_ai_architect_command_center.html","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00202_DCSE_CP_SUPPORT_00111_AF17C26A_lilly_ai_architect_command_center.html","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_Staging_HTML\SUPPORT_00112_EB7C4778_lilly_command_center_wix.html","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00203_DCSE_CP_SUPPORT_00112_EB7C4778_lilly_command_center_wix.html","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_Staging_HTML\SUPPORT_00116_ED94CEF9_OCE-InfosysAgenticAI-Module1-ExecutiveOverview-v1-20260515.html","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00204_DCSE_CP_SUPPORT_00116_ED94CEF9_OCE_InfosysAgenticAI_Module1_ExecutiveOverview_v1_2026051.html","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_Staging_HTML\SUPPORT_00117_778441A8_OCE-InfosysAgenticAI-Module2-InterviewFluency-v1-20260515.html","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00205_DCSE_CP_SUPPORT_00117_778441A8_OCE_InfosysAgenticAI_Module2_InterviewFluency_v1_20260515.html","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_Staging_HTML\SUPPORT_00118_DD6F1562_OCE-InfosysAgenticAI-Module3-QuizFlashcards-v1-20260515.html","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00206_DCSE_CP_SUPPORT_00118_DD6F1562_OCE_InfosysAgenticAI_Module3_QuizFlashcards_v1_20260515.html","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_Staging_HTML\SUPPORT_00119_A1839461_OCE-InfosysAgenticAI-Module4-StudyPlan-v1-20260515.html","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00207_DCSE_CP_SUPPORT_00119_A1839461_OCE_InfosysAgenticAI_Module4_StudyPlan_v1_20260515.html","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_Staging_HTML\SUPPORT_00125_86F8DD7C_preview.html","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00208_DCSE_CP_SUPPORT_00125_86F8DD7C_preview.html","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_Staging_HTML\SUPPORT_00126_FB54A1E8_Qwen_html_20260509_ocj9df5i7.html","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00209_DCSE_CP_SUPPORT_00126_FB54A1E8_Qwen_html_20260509_ocj9df5i7.html","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_Staging_HTML\SUPPORT_00127_45DB7F52_Qwen_html_20260509_wcuc9hwvq.html","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00210_DCSE_CP_SUPPORT_00127_45DB7F52_Qwen_html_20260509_wcuc9hwvq.html","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_Staging_HTML\SUPPORT_00131_CF4BC248_sc-hero.html","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00211_DCSE_SS_SC_SUPPORT_00131_CF4BC248_sc_hero.html","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\dcse-command-post\dcse_codex_pack\DCSE_Implementation_Brief.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00212_DCSE_CP_DCSE_Implementation_Brief.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\dcse-command-post\dcse_codex_pack\DCSE_master_registry_second_pass_delta.json","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00213_DCSE_SS_SC_DCSE_master_registry_second_pass_delta.json","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\dcse-command-post\dcse_codex_pack\DCSE_master_registry_second_pass_merged (1).json","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\SUPERSEDED\SUPERSEDED_00214_DCSE_SS_SC_DCSE_master_registry_second_pass_merged_1.json","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\dcse-command-post\dcse_pm_cp_module_v_1_supabase_build_plan.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00215_DCSE_CP_dcse_pm_cp_module_v_1_supabase_build_plan.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\dcse-command-post\package.json","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00216_DCSE_CP_package.json","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\dcse-command-post\package-lock.json","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00217_DCSE_CP_package_lock.json","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\dcse-command-post\tsconfig.json","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00218_DCSE_SS_SC_tsconfig.json","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE-DDNA-Extraction-Routine-v1-20260515.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00219_DCSE_CP_DCSE_DDNA_Extraction_Routine_v1_20260515.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Inbox_From_Downloads\~$w Seals Search.docx","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00220_DCSE_CP_w_Seals_Search.docx","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Inbox_From_Downloads\Crowe_CoverLetter_DonaldCSeals.docx","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00221_DCSE_CP_Crowe_CoverLetter_DonaldCSeals.docx","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Inbox_From_Downloads\Crowe_Resume_DonaldCSeals.docx","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00222_DCSE_CP_Crowe_Resume_DonaldCSeals.docx","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Inbox_From_Downloads\DCS_Resume_V9_Infosys_Fixed_NoDART.docx","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00223_DCSE_CP_DCS_Resume_V9_Infosys_Fixed_NoDART.docx","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Inbox_From_Downloads\DCSeals Consulting Resume 04252026.docx","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00224_DCSE_CP_DCSeals_Consulting_Resume_04252026.docx","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Inbox_From_Downloads\DCSeals Consulting Resume PDF.pdf","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00225_DCSE_CP_DCSeals_Consulting_Resume_PDF.pdf","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Inbox_From_Downloads\DCSeals ConvexTech.docx","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00226_DCSE_CP_DCSeals_ConvexTech.docx","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Inbox_From_Downloads\DCSeals Encore Consulting Resume.pdf","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00227_DCSE_CP_DCSeals_Encore_Consulting_Resume.pdf","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Inbox_From_Downloads\Don_Seals_Resume.docx","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00228_DCSE_CP_Don_Seals_Resume.docx","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Inbox_From_Downloads\Donald_C_Seals_AI_Architect_Infosys_Targeted.docx","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00229_DCSE_CP_Donald_C_Seals_AI_Architect_Infosys_Targeted.docx","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Inbox_From_Downloads\DSeals - Monster Inc 04132026.pdf","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00230_DCSE_CP_DSeals_Monster_Inc_04132026.pdf","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Inbox_From_Downloads\DSeals - Naveen Kumar Galent 04132026.pdf","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00231_DCSE_CP_DSeals_Naveen_Kumar_Galent_04132026.pdf","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Inbox_From_Downloads\DSeals ObjectWin 04162026.docx","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00232_DCSE_CP_DSeals_ObjectWin_04162026.docx","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Inbox_From_Downloads\DSeals Resume 01042023 (2026_01_09 09_32_29 UTC).pdf","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00233_DCSE_CP_DSeals_Resume_01042023_2026_01_09_09_32_29_UTC.pdf","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Inbox_From_Downloads\DSeals Resume 092022.pdf","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00234_DCSE_CP_DSeals_Resume_092022.pdf","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Inbox_From_Downloads\DSeals Resume VUI 04162026.docx","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00235_DCSE_CP_DSeals_Resume_VUI_04162026.docx","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Inbox_From_Downloads\DSeals_Infosys_AIArchitect_04232026.docx","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00236_DCSE_CP_DSeals_Infosys_AIArchitect_04232026.docx","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Inbox_From_Downloads\DSeals_Infosys_AIArchitect_04232026.pdf","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00237_DCSE_CP_DSeals_Infosys_AIArchitect_04232026.pdf","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Inbox_From_Downloads\evidence_index.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00238_DCSE_CP_evidence_index.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Inbox_From_Downloads\ObjectWin_RecruiterResponse_DonaldCSeals.docx","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00239_DCSE_CP_ObjectWin_RecruiterResponse_DonaldCSeals.docx","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\master_config.json","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00240_DCSE_CP_master_config.json","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\p0_credential_purge_closeout.csv","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\ACTIVE\ACTIVE_00241_DCSE_CP_p0_credential_purge_closeout.csv","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\project_manifest.json","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\ACTIVE\ACTIVE_00242_DCSE_CP_project_manifest.json","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\reversibility_verification.csv","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00243_DCSE_CP_reversibility_verification.csv","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\secret_module_search_results.csv","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00244_DCSE_CP_secret_module_search_results.csv","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\service_role_references.csv","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00245_DCSE_CP_service_role_references.csv","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\sjl_construction_brief.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\ACTIVE\ACTIVE_00246_DCSE_SS_SC_sjl_construction_brief.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","AG final SJL handoff brief / Tribunal referenced source"
